simple_number,unique_contrast_count,contrasts_in_NMA,record_id,aggregated,wwc_rating,measure_type,intervention_content,unique_study_count,...10,sort to match WWC data export,sortcode,TO1_NNMA,full_citation,contrast_name,subtract duplicated comparison samples,Abbreviated Citation,Abbreviated Citation for NNMA Paper,publication_year,OLD Abbreviated Citation,...21,study_design,contrast_id,OLD DONT USE,...25,New disaggregate,simplified contrast name (intervention),simplified contrast name (comparison),Link to MRG,contrast_primacy,measure_type_details,measure_intention,grade_level_key...33,...34,...35,...36,measure_name,domain,13domains_granularWWC,domain_numeric,intervention_n,comparison_n,full_sample_size,es_id,effect_size,standard_error,variance,contrast_name...48,subtract duplicated comparison samples from multicontrast studies to calculate overall sample size,TvsT,FULL WP,PART WP,FRACTIONS,WHOLE NUMBERS,NL_TX,N_TX,SEO_TX,...58,TES_TX,ES_TX,TV_TX,VF_TX,SV_TX,F_TX,FA_TX,FG_TX,FGA_TX,FAO_TX,FGO_TX,PRB_TX,PRM_TX,BX_TX,FB_TX,FC_TX,FBO_TX,FCO_TX,FBC_TX,FI_TX,FE_TX,FWOF_TX,FF_TX,FIO_TX,FEO_TX,FIE_TX,RS_TX,RV_TX,R2D_TX,R3D_TX,GS_TX,MS_TX,NL_COMP,N_COMP,SEO_COMP,TES_COMP,ES_COMP,TV_COMP,VF_COMP,SV_COMP,F_COMP,FA_COMP,FG_COMP,FGA_COMP,FAO_COMP,FGO_COMP,PRB_COMP,PRM_COMP,BX_COMP,FB_COMP,FC_COMP,FBO_COMP,FCO_COMP,FBC_COMP,FI_COMP,FE_COMP,FWOF_COMP,FF_COMP,FIO_COMP,FEO_COMP,FIE_COMP,RS_COMP,RV_COMP,R2D_COMP,R3D_COMP,GS_COMP,MS_COMP,intervention_prelim,comparison_prelim,Included in NMAs when n=1 were excluded,Included in NMAs when n=1 were INcluded,intervention_lowdose,comparison_lowdose,intervention_hi_or_lo,comparison_hi_or_lo,intervention_combo,comparison_combo,classrooms,schools,geographic_loc,TvsTwithICcodes,TvsTwithoutICcodes,control_nature,active_passive,control_nature_numeric,comparison_desc,control_group_relevance,dosage_minutes_per-session,dosage_weekly_freq,dosage_weeks,dosage_overall_minutes,dosage_overall_minutes_midpoint,dosage_overall_hours,group_size,group_size_average,group_size_category,grade_level,grade_level_key...156,Technology,setting,measure_class,measure_developer,measure_developer_numeric,interventionist_desc,interventionist,interventionist_numeric,initial_training,initial_training_duration,initial_training_format,ongoing_training,ongoing_training_with NR,ongoing_training_duration,ongoing_training_format,SPED or MD? (SK)NO!,research_lab,Checked,...175,...176,...177,...178,group1_id,group2_id,NL.FF.RS,NL.RS,NL.SE.FF.RS,NL.SE.RS,NL.SE.VF.RS,RS,SE.RS,BAU
,NA,1,MI30058,IN,MWOR,Main,R,NA,NA,255,309,TO1,"Jayanthi, M., Gersten, R., Schumacher, R. F., Dimino, J., Smolkowski, K., & Spallone, S. (2021). Improving struggling fifth-grade students’ understanding of fractions: A randomized controlled trial of an intervention that stresses both concepts and procedures. Exceptional Children, 88(1), 81-100.",Small-group Fraction intervention vs. Control,NA,Jayanthi et al. (2021),NA,2021,Jayanthi et al. (2018),No Match,Randomized Control Trial,86431,NA,NA,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,Number Line Estimation (NLE 0-1),Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,86,99,185,259,1.083,0.1571462321415561,0.024898887348024555,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+VF+RS,BAU,X,X,NA,BAU,NL+TES+VF+RS,BAU,N or NL + TES or SEO + VF or TV + RS or RV,BAU,NA,NA,West and southeast regions,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,57.75,,5,,5,,None,,independent,researcher developed,1,Tutors (recruited from community),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1
,NA,1,MI30058,IN,MWOR,Main,R,NA,NA,256,310,TO1,"Jayanthi, M., Gersten, R., Schumacher, R. F., Dimino, J., Smolkowski, K., & Spallone, S. (2021). Improving struggling fifth-grade students’ understanding of fractions: A randomized controlled trial of an intervention that stresses both concepts and procedures. Exceptional Children, 88(1), 81-100.",Small-group Fraction intervention vs. Control,NA,Jayanthi et al. (2021),NA,2021,Jayanthi et al. (2018),No Match,Randomized Control Trial,86431,NA,NA,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,Number Line Estimation (NLE 0-2),Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,86,99,185,260,0.796,0.15247748080848203,0.023441392753429963,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+VF+RS,BAU,X,X,NA,BAU,NL+TES+VF+RS,BAU,N or NL + TES or SEO + VF or TV + RS or RV,BAU,NA,NA,West and southeast regions,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,57.75,,5,,5,,None,,independent,researcher developed,1,Tutors (recruited from community),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1
,NA,1,MI30058,IN,MWOR,Main,R,NA,NA,257,311,TO1,"Jayanthi, M., Gersten, R., Schumacher, R. F., Dimino, J., Smolkowski, K., & Spallone, S. (2021). Improving struggling fifth-grade students’ understanding of fractions: A randomized controlled trial of an intervention that stresses both concepts and procedures. Exceptional Children, 88(1), 81-100.",Small-group Fraction intervention vs. Control,NA,Jayanthi et al. (2021),NA,2021,Jayanthi et al. (2018),No Match,Randomized Control Trial,86431,NA,NA,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,"Test for Understanding of Fractions, Fifth-Grade (TUF-5)",Rational Numbers,Rational Numbers Knowledge,3,86,99,185,261,0.66,0.15072686379854108,0.022906214375051585,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+VF+RS,BAU,X,X,NA,BAU,NL+TES+VF+RS,BAU,N or NL + TES or SEO + VF or TV + RS or RV,BAU,NA,NA,West and southeast regions,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,57.75,,5,,5,,None,,researcher compiled,researcher developed,1,Tutors (recruited from community),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1
,Unique,1,MI30058,IN,MWOR,Main,R,Unique,NA,258,312,TO1,"Jayanthi, M., Gersten, R., Schumacher, R. F., Dimino, J., Smolkowski, K., & Spallone, S. (2021). Improving struggling fifth-grade students’ understanding of fractions: A randomized controlled trial of an intervention that stresses both concepts and procedures. Exceptional Children, 88(1), 81-100.",Small-group Fraction intervention vs. Control,NA,Jayanthi et al. (2021),NA,2021,Jayanthi et al. (2018),No Match,Randomized Control Trial,86431,Unique,NA,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,"Test for Understanding of Fractions, Fourth-Grade (TUF-4)",Rational Numbers,Rational Numbers Knowledge,3,87,99,186,262,0.784,0.1518491860854343,0.023247564049842136,Small-group Fraction intervention vs. Control,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+VF+RS,BAU,X,X,NA,BAU,NL+TES+VF+RS,BAU,N or NL + TES or SEO + VF or TV + RS or RV,BAU,NA,NA,West and southeast regions,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,57.75,,5,,5,,None,,researcher compiled,researcher developed,1,Tutors (recruited from community),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,0,0,0,0,1,0,0,-1
,NA,1,MI30060,IN,MWOR,Main,R,NA,NA,370,435,TO1,"Fuchs, L. S., Wang, A. Y., Preacher, K. J., Malone, A. S., Fuchs, D., & Pachmayr, R. (2021). Addressing challenging mathematics standards with at-risk learners: A randomized controlled trial on the effects of fractions intervention at third grade. Exceptional Children, 87(2), 163-182.",Super Solvers (fraction magnitude intervention with word problems) with instruction in self-regulation vs. Control,NA,Fuchs et al. (2021),"Fuchs, Wang et al. (2021)",2021,Fuchs et al. (2021),Match,Randomized Control Trial,88710,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,13 released items from 1990-2009 National Assessment of Educational Progress (NAEP),Rational Numbers,Rational Numbers Knowledge,3,29,29,58,281,0.82,0.26974814917886214,0.07476206896551724,NA,NA,0,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,SEO,BAU,NL+FF+RS+SEO,BAU,N or NL + TES or SEO + FF or FWOF + RS or RV,BAU,29,8,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,22.75,,2,,3,,None,,researcher compiled,researcher developed,1,Tutors (research staff and teachers),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,1,0,0,0,0,0,0,-1
,NA,1,MI30060,IN,MWOR,Main,R,NA,NA,371,436,TO1,"Fuchs, L. S., Wang, A. Y., Preacher, K. J., Malone, A. S., Fuchs, D., & Pachmayr, R. (2021). Addressing challenging mathematics standards with at-risk learners: A randomized controlled trial on the effects of fractions intervention at third grade. Exceptional Children, 87(2), 163-182.",Super Solvers (fraction magnitude intervention with word problems) with instruction in self-regulation vs. Control,NA,Fuchs et al. (2021),"Fuchs, Wang et al. (2021)",2021,Fuchs et al. (2021),Match,Randomized Control Trial,88710,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"Fraction Battery-Revised Addition and Subtraction (Malone & Fuchs, 2017)",Rational Numbers,Rational Numbers Computation,3,29,29,58,282,0.99,0.27449182178587517,0.07741465517241379,NA,NA,0,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,SEO,BAU,NL+FF+RS+SEO,BAU,N or NL + TES or SEO + FF or FWOF + RS or RV,BAU,29,8,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,22.75,,2,,3,,None,,researcher,researcher developed,1,Tutors (research staff and teachers),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,1,0,0,0,0,0,0,-1
,NA,1,MI30060,IN,MWOR,Main,R,NA,NA,372,437,TO1,"Fuchs, L. S., Wang, A. Y., Preacher, K. J., Malone, A. S., Fuchs, D., & Pachmayr, R. (2021). Addressing challenging mathematics standards with at-risk learners: A randomized controlled trial on the effects of fractions intervention at third grade. Exceptional Children, 87(2), 163-182.",Super Solvers (fraction magnitude intervention with word problems) with instruction in self-regulation vs. Control,NA,Fuchs et al. (2021),"Fuchs, Wang et al. (2021)",2021,Fuchs et al. (2021),Match,Randomized Control Trial,88710,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"Fraction Battery-Revised Number Line (Malone & Fuchs, 2017)",Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,29,29,58,283,1.07,0.27699906528081564,0.07883534482758621,NA,NA,0,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,SEO,BAU,NL+FF+RS+SEO,BAU,N or NL + TES or SEO + FF or FWOF + RS or RV,BAU,29,8,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,22.75,,2,,3,,None,,researcher,researcher developed,1,Tutors (research staff and teachers),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,1,0,0,0,0,0,0,-1
,NA,1,MI30060,IN,MWOR,Main,R,NA,NA,373,438,TO1,"Fuchs, L. S., Wang, A. Y., Preacher, K. J., Malone, A. S., Fuchs, D., & Pachmayr, R. (2021). Addressing challenging mathematics standards with at-risk learners: A randomized controlled trial on the effects of fractions intervention at third grade. Exceptional Children, 87(2), 163-182.",Super Solvers (fraction magnitude intervention with word problems) with instruction in self-regulation vs. Control,NA,Fuchs et al. (2021),"Fuchs, Wang et al. (2021)",2021,Fuchs et al. (2021),Match,Randomized Control Trial,88710,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"Fraction Battery-Revised Ordering (Malone & Fuchs, 2017)",Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,29,29,58,284,1.21,0.28179188578307524,0.08158706896551723,NA,NA,0,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,SEO,BAU,NL+FF+RS+SEO,BAU,N or NL + TES or SEO + FF or FWOF + RS or RV,BAU,29,8,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,22.75,,2,,3,,None,,researcher,researcher developed,1,Tutors (research staff and teachers),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,1,0,0,0,0,0,0,-1
,NA,1,MI30060,IN,MWOR,Main,R,NA,NA,374,439,TO1,"Fuchs, L. S., Wang, A. Y., Preacher, K. J., Malone, A. S., Fuchs, D., & Pachmayr, R. (2021). Addressing challenging mathematics standards with at-risk learners: A randomized controlled trial on the effects of fractions intervention at third grade. Exceptional Children, 87(2), 163-182.",Super Solvers (fraction magnitude intervention with word problems) with instruction in self-regulation vs. Control,NA,Fuchs et al. (2021),"Fuchs, Wang et al. (2021)",2021,Fuchs et al. (2021),Match,Randomized Control Trial,88710,NA,1,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,x,"Fraction Battery-Revised Single-Digit Multiplication (Malone & Fuchs, 2017)",Whole Numbers,Whole Numbers Computation,2,29,29,58,285,1.08,0.27732449167277123,0.07902068965517242,NA,NA,0,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,SEO,BAU,NL+FF+RS+SEO,BAU,N or NL + TES or SEO + FF or FWOF + RS or RV,BAU,29,8,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,22.75,,2,,3,,None,,researcher,researcher developed,1,Tutors (research staff and teachers),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,1,0,0,0,0,0,0,-1
,Unique,1,MI30060,IN,MWOR,Main,R,NA,NA,375,440,TO1,"Fuchs, L. S., Wang, A. Y., Preacher, K. J., Malone, A. S., Fuchs, D., & Pachmayr, R. (2021). Addressing challenging mathematics standards with at-risk learners: A randomized controlled trial on the effects of fractions intervention at third grade. Exceptional Children, 87(2), 163-182.",Super Solvers (fraction magnitude intervention with word problems) with instruction in self-regulation vs. Control,NA,Fuchs et al. (2021),"Fuchs, Wang et al. (2021)",2021,Fuchs et al. (2021),Match,Randomized Control Trial,88710,Unique,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"Fraction Battery-Revised Word Problems (Malone & Fuchs, 2017)",Rational Numbers,Rational Numbers Word Problems/Problem Solving,3,29,29,58,286,0.88,0.2713298267687154,0.07564137931034483,Super Solvers (fraction magnitude intervention with word problems) with instruction in self-regulation vs. Control,NA,0,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,SEO,BAU,NL+FF+RS+SEO,BAU,N or NL + TES or SEO + FF or FWOF + RS or RV,BAU,29,8,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,22.75,,2,,3,,None,,researcher,researcher developed,1,Tutors (research staff and teachers),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,1,0,0,0,0,0,0,-1
,NA,1,MI30060,IN,MWOR,Main,R,NA,NA,381,447,TO1,"Fuchs, L. S., Wang, A. Y., Preacher, K. J., Malone, A. S., Fuchs, D., & Pachmayr, R. (2021). Addressing challenging mathematics standards with at-risk learners: A randomized controlled trial on the effects of fractions intervention at third grade. Exceptional Children, 87(2), 163-182.",Super Solvers (fraction magnitude intervention with word problems) vs. Control,NA,Fuchs et al. (2021),"Fuchs, Wang et al. (2021)",2021,Fuchs et al. (2021),Match,Randomized Control Trial,89198_disagg,NA,NA,YES,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,13 released items from 1990-2009 National Assessment of Educational Progress (NAEP),Rational Numbers,Rational Numbers Knowledge,3,26,29,55,287,1.1,0.2856120182157065,0.08394429708222811,NA,NA,0,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,SEO,BAU,NL+FF+RS+SEO,BAU,N or NL + TES or SEO + FF or FWOF + RS or RV,BAU,29,8,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,22.75,,2,,3,,None,,researcher compiled,researcher developed,1,Tutors (research staff and teachers),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,1,0,0,0,0,0,0,-1
,NA,1,MI30060,IN,MWOR,Main,R,NA,NA,381,448,TO1,"Fuchs, L. S., Wang, A. Y., Preacher, K. J., Malone, A. S., Fuchs, D., & Pachmayr, R. (2021). Addressing challenging mathematics standards with at-risk learners: A randomized controlled trial on the effects of fractions intervention at third grade. Exceptional Children, 87(2), 163-182.",Super Solvers (fraction magnitude intervention with word problems) vs. Control,NA,Fuchs et al. (2021),"Fuchs, Wang et al. (2021)",2021,Fuchs et al. (2021),Match,Randomized Control Trial,89198_disagg,NA,NA,YES,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"Fraction Battery-Revised Addition and Subtraction (Malone & Fuchs, 2017)",Rational Numbers,Rational Numbers Computation,3,26,29,55,288,1.05,0.28394461504022395,0.0829670243549554,NA,NA,0,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,SEO,BAU,NL+FF+RS+SEO,BAU,N or NL + TES or SEO + FF or FWOF + RS or RV,BAU,29,8,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,22.75,,2,,3,,None,,researcher,researcher developed,1,Tutors (research staff and teachers),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,1,0,0,0,0,0,0,-1
,NA,1,MI30060,IN,MWOR,Main,R,NA,NA,381,449,TO1,"Fuchs, L. S., Wang, A. Y., Preacher, K. J., Malone, A. S., Fuchs, D., & Pachmayr, R. (2021). Addressing challenging mathematics standards with at-risk learners: A randomized controlled trial on the effects of fractions intervention at third grade. Exceptional Children, 87(2), 163-182.",Super Solvers (fraction magnitude intervention with word problems) vs. Control,NA,Fuchs et al. (2021),"Fuchs, Wang et al. (2021)",2021,Fuchs et al. (2021),Match,Randomized Control Trial,89198_disagg,NA,NA,YES,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"Fraction Battery-Revised Number Line (Malone & Fuchs, 2017)",Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,26,29,55,289,0.9,0.27935735164973524,0.08030793344586448,NA,NA,0,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,SEO,BAU,NL+FF+RS+SEO,BAU,N or NL + TES or SEO + FF or FWOF + RS or RV,BAU,29,8,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,22.75,,2,,3,,None,,researcher,researcher developed,1,Tutors (research staff and teachers),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,1,0,0,0,0,0,0,-1
,NA,1,MI30060,IN,MWOR,Main,R,NA,NA,381,450,TO1,"Fuchs, L. S., Wang, A. Y., Preacher, K. J., Malone, A. S., Fuchs, D., & Pachmayr, R. (2021). Addressing challenging mathematics standards with at-risk learners: A randomized controlled trial on the effects of fractions intervention at third grade. Exceptional Children, 87(2), 163-182.",Super Solvers (fraction magnitude intervention with word problems) vs. Control,NA,Fuchs et al. (2021),"Fuchs, Wang et al. (2021)",2021,Fuchs et al. (2021),Match,Randomized Control Trial,89198_disagg,NA,NA,YES,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"Fraction Battery-Revised Ordering (Malone & Fuchs, 2017)",Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,26,29,55,290,1.18,0.2884191219081059,0.08560247890040994,NA,NA,0,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,SEO,BAU,NL+FF+RS+SEO,BAU,N or NL + TES or SEO + FF or FWOF + RS or RV,BAU,29,8,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,22.75,,2,,3,,None,,researcher,researcher developed,1,Tutors (research staff and teachers),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,1,0,0,0,0,0,0,-1
,NA,1,MI30060,IN,MWOR,Main,R,NA,NA,381,451,TO1,"Fuchs, L. S., Wang, A. Y., Preacher, K. J., Malone, A. S., Fuchs, D., & Pachmayr, R. (2021). Addressing challenging mathematics standards with at-risk learners: A randomized controlled trial on the effects of fractions intervention at third grade. Exceptional Children, 87(2), 163-182.",Super Solvers (fraction magnitude intervention with word problems) vs. Control,NA,Fuchs et al. (2021),"Fuchs, Wang et al. (2021)",2021,Fuchs et al. (2021),Match,Randomized Control Trial,89198_disagg,NA,1,YES,NA,NA,NA,Secondary,NA,NA,,NA,NA,x,"Fraction Battery-Revised Single-Digit Multiplication (Malone & Fuchs, 2017)",Whole Numbers,Whole Numbers Computation,2,26,29,55,291,0.57,0.2715787938609092,0.07589793344586448,NA,NA,0,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,NA,,,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+FF+RS,BAU,X,X,SEO,BAU,NL+FF+RS+SEO,BAU,N or NL + TES or SEO + FF or FWOF + RS or RV,BAU,29,8,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,22.75,,2,,3,,None,,researcher,researcher developed,1,Tutors (research staff and teachers),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,1,0,0,0,0,0,0,-1
