simple_number,unique_contrast_count,contrasts_in_NMA,record_id,aggregated,wwc_rating,measure_type,intervention_content,unique_study_count,...10,sort to match WWC data export,sortcode,TO1_NNMA,full_citation,contrast_name,subtract duplicated comparison samples,Abbreviated Citation,Abbreviated Citation for NNMA Paper,publication_year,OLD Abbreviated Citation,...21,study_design,contrast_id,OLD DONT USE,...25,New disaggregate,simplified contrast name (intervention),simplified contrast name (comparison),Link to MRG,contrast_primacy,measure_type_details,measure_intention,grade_level_key...33,...34,...35,...36,measure_name,domain,13domains_granularWWC,domain_numeric,intervention_n,comparison_n,full_sample_size,es_id,effect_size,standard_error,variance,contrast_name...48,subtract duplicated comparison samples from multicontrast studies to calculate overall sample size,TvsT,FULL WP,PART WP,FRACTIONS,WHOLE NUMBERS,NL_TX,N_TX,SEO_TX,...58,TES_TX,ES_TX,TV_TX,VF_TX,SV_TX,F_TX,FA_TX,FG_TX,FGA_TX,FAO_TX,FGO_TX,PRB_TX,PRM_TX,BX_TX,FB_TX,FC_TX,FBO_TX,FCO_TX,FBC_TX,FI_TX,FE_TX,FWOF_TX,FF_TX,FIO_TX,FEO_TX,FIE_TX,RS_TX,RV_TX,R2D_TX,R3D_TX,GS_TX,MS_TX,NL_COMP,N_COMP,SEO_COMP,TES_COMP,ES_COMP,TV_COMP,VF_COMP,SV_COMP,F_COMP,FA_COMP,FG_COMP,FGA_COMP,FAO_COMP,FGO_COMP,PRB_COMP,PRM_COMP,BX_COMP,FB_COMP,FC_COMP,FBO_COMP,FCO_COMP,FBC_COMP,FI_COMP,FE_COMP,FWOF_COMP,FF_COMP,FIO_COMP,FEO_COMP,FIE_COMP,RS_COMP,RV_COMP,R2D_COMP,R3D_COMP,GS_COMP,MS_COMP,intervention_prelim,comparison_prelim,Included in NMAs when n=1 were excluded,Included in NMAs when n=1 were INcluded,intervention_lowdose,comparison_lowdose,intervention_hi_or_lo,comparison_hi_or_lo,intervention_combo,comparison_combo,classrooms,schools,geographic_loc,TvsTwithICcodes,TvsTwithoutICcodes,control_nature,active_passive,control_nature_numeric,comparison_desc,control_group_relevance,dosage_minutes_per-session,dosage_weekly_freq,dosage_weeks,dosage_overall_minutes,dosage_overall_minutes_midpoint,dosage_overall_hours,group_size,group_size_average,group_size_category,grade_level,grade_level_key...156,Technology,setting,measure_class,measure_developer,measure_developer_numeric,interventionist_desc,interventionist,interventionist_numeric,initial_training,initial_training_duration,initial_training_format,ongoing_training,ongoing_training_with NR,ongoing_training_duration,ongoing_training_format,SPED or MD? (SK)NO!,research_lab,Checked,...175,...176,...177,...178,group1_id,group2_id,FF,FF.RS,NL.FF.RS,NL.RS,RS,VF.FF.RS,VF.RS,BAU,NL.SE.FF.RS,NL.SE.RS,NL.SE.VF.RS,SE.RS
8,Unique,1,MI10012,IN,MWR,Main,W,Unique,TRUE,144,173,TO1,"Fuchs, L. S., Powell, S. R., Hamlett, C. L., Fuchs, D., Cirino, P. T., & Fletcher, J. M. (2008). Remediating computational deficits at third grade: A randomized field trial. Journal of Research on Educational Effectiveness, 1(1), 2-32.",Math Flash (within fact retrieval intervention) + Magic Math (within procedural/estimation tutoring) vs. Irrelevant control (tutoring in word identification skills),NA,"Fuchs, Powell et al. (2008)","Fuchs, Powell et al. (2008)",2008,"Fuchs, Powell et al. (2008)",Match,Randomized Control Trial,87217,Unique,1,NO,Math Flash + Magic Math,Word Identification Instruction,NA,Secondary,NA,NA,,NA,NA,NA,Story Problems factor score,Whole Numbers,Whole Numbers Word Problems/Problem Solving,2,31,35,66,11,0.109,0.24391501063383833,0.06091950066331518,Math Flash (within fact retrieval intervention) + Magic Math (within procedural/estimation tutoring) vs. Irrelevant control (tutoring in word identification skills),NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,,,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF+RS,BAU,X,X,N,BAU,FF+RS+N,BAU,N or NL + FF or FWOF + RS or RV,BAU,80,18,"Nashville, TN & Houston, TX",NA,NA,Control,Active,0,Irrelevant control (tutoring in word identification skills),,,,,,,18.75,,1,,3,,Computer,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,0,1,0,0,0,0,0,-1,NA,NA,NA,NA
9,NA,1,MI10013,IN,MWR,Main,W,NA,FALSE,238,288,TO1,"Fuchs, L. S., Seethaler, P. M., Powell, S. R., Fuchs, D., Hamlett, C. L., & Fletcher, J. M. (2008). Effects of preventative tutoring on the mathematical problem solving of third- grade students with math and reading difficulties. Exceptional Children, 74(2), 155–173.",Pirate Math (word problem intervention) vs. Control,NA,"Fuchs, Seethaler et al (2008)","Fuchs, Seethaler et al (2008)",2008,"Fuchs, Seethaler et al (2008)",Match,Randomized Control Trial,74201,NA,1,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,Double digit addition,Whole Numbers,Whole Numbers Computation,2,16,19,35,12,0.543,0.3375502521351548,0.11934370751879698,NA,NA,0,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,,,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF,BAU,X,X,N+RV,BAU,FF+N+RV,BAU,N or NL + FF or FWOF + RS or RV,BAU,18,NA,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,15,,1,,3,,None,,researcher,researcher developed,1,Tutors (Graduate students),research staff,1,,,,0,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,1,0,0,0,0,0,0,-1,NA,NA,NA,NA
9,NA,1,MI10013,IN,MWR,Main,W,NA,FALSE,239,289,TO1,"Fuchs, L. S., Seethaler, P. M., Powell, S. R., Fuchs, D., Hamlett, C. L., & Fletcher, J. M. (2008). Effects of preventative tutoring on the mathematical problem solving of third- grade students with math and reading difficulties. Exceptional Children, 74(2), 155–173.",Pirate Math (word problem intervention) vs. Control,NA,"Fuchs, Seethaler et al (2008)","Fuchs, Seethaler et al (2008)",2008,"Fuchs, Seethaler et al (2008)",Match,Randomized Control Trial,74201,NA,NA,NO,NA,NA,NA,Primary,NA,NA,,W,GM,NA,Iowa Test of Basic Skills: Problem Solving and Data Interpretation,General Mathematics Achievement,General Mathematics Achievement,1,16,19,35,13,0.19,0.3322816896589511,0.1156472932330827,NA,NA,0,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,,,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF,BAU,X,X,N+RV,BAU,FF+N+RV,BAU,N or NL + FF or FWOF + RS or RV,BAU,18,NA,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,15,,1,,3,,None,,published,independent,2,Tutors (Graduate students),research staff,1,,,,0,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,1,0,0,0,0,0,0,-1,NA,NA,NA,NA
9,NA,1,MI10013,IN,MWR,Main,W,NA,FALSE,240,290,TO1,"Fuchs, L. S., Seethaler, P. M., Powell, S. R., Fuchs, D., Hamlett, C. L., & Fletcher, J. M. (2008). Effects of preventative tutoring on the mathematical problem solving of third- grade students with math and reading difficulties. Exceptional Children, 74(2), 155–173.",Pirate Math (word problem intervention) vs. Control,NA,"Fuchs, Seethaler et al (2008)","Fuchs, Seethaler et al (2008)",2008,"Fuchs, Seethaler et al (2008)",Match,Randomized Control Trial,74201,NA,0,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,Jordan's Story Problems,Whole Numbers,Whole Numbers Word Problems/Problem Solving,2,16,19,35,14,0.606,0.3390095156279004,0.120377807518797,NA,NA,0,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,,,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF,BAU,X,X,N+RV,BAU,FF+N+RV,BAU,N or NL + FF or FWOF + RS or RV,BAU,18,NA,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,15,,1,,3,,None,,independent,researcher developed,1,Tutors (Graduate students),research staff,1,,,,0,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,1,0,0,0,0,0,0,-1,NA,NA,NA,NA
9,Unique,1,MI10013,IN,MWR,Main,W,Unique,FALSE,241,291,TO1,"Fuchs, L. S., Seethaler, P. M., Powell, S. R., Fuchs, D., Hamlett, C. L., & Fletcher, J. M. (2008). Effects of preventative tutoring on the mathematical problem solving of third- grade students with math and reading difficulties. Exceptional Children, 74(2), 155–173.",Pirate Math (word problem intervention) vs. Control,NA,"Fuchs, Seethaler et al (2008)","Fuchs, Seethaler et al (2008)",2008,"Fuchs, Seethaler et al (2008)",Match,Randomized Control Trial,74201,Unique,0,NO,Pirate Math,NA,NA,Primary,NA,NA,,NA,NA,NA,Subtraction Fact Fluency,Whole Numbers,Whole Numbers Computation,2,16,19,35,15,0.438,0.3354628115638294,0.11787220751879698,Pirate Math (word problem intervention) vs. Control,NA,0,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,,,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FF,BAU,X,X,N+RV,BAU,FF+N+RV,BAU,N or NL + FF or FWOF + RS or RV,BAU,18,NA,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,15,,1,,3,,None,,researcher,researcher developed,1,Tutors (Graduate students),research staff,1,,,,0,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,1,0,0,0,0,0,0,-1,NA,NA,NA,NA
15,NA,1,MI20279,IN,MWR,Main,W,NA,NA,10,10,TO1,"Bryant, B. R., Bryant, D. P., Roberts, G., & Fall, A.-M. (2016). Effects of an early numeracy intervention on struggling kindergarteners’ mathematics performance. International Journal for Research in Learning Disabilities, 3(1), 29–45",Early numeracy intervention vs. Control,NA,Bryant et al. (2016),Bryant et al. (2016),2016,Bryant et al. (2016),Match,Randomized Control Trial,86432,NA,0,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,Number Identification subtest of the Texas Early Mathematics Inventory-Progress Monitoring (TEMI-PM),Whole Numbers,Counting & Cardinality,2,47,24,71,18,0.95,0.26037505148944684,0.06929889621416441,NA,NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+TV,BAU,RS+N+TV,BAU,N or NL + VF or TV + RS or RV,BAU,32,16,Texas,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,40.63333333333333,,3.5,,0,,None,,published,independent,2,Teachers,school personnel,2,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
15,NA,1,MI20279,IN,MWR,Main,W,NA,NA,11,11,TO1,"Bryant, B. R., Bryant, D. P., Roberts, G., & Fall, A.-M. (2016). Effects of an early numeracy intervention on struggling kindergarteners’ mathematics performance. International Journal for Research in Learning Disabilities, 3(1), 29–45",Early numeracy intervention vs. Control,NA,Bryant et al. (2016),Bryant et al. (2016),2016,Bryant et al. (2016),Match,Randomized Control Trial,86432,NA,0,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,Number Sequences subtest of the Texas Early Mathematics Inventory-Progress Monitoring (TEMI-PM),Whole Numbers,Counting & Cardinality,2,47,24,71,19,0.76,0.25604059754158764,0.06701086804515033,NA,NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+TV,BAU,RS+N+TV,BAU,N or NL + VF or TV + RS or RV,BAU,32,16,Texas,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,40.63333333333333,,3.5,,0,,None,,published,independent,2,Teachers,school personnel,2,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
15,Unique,1,MI20279,IN,MWR,Main,W,Unique,NA,12,12,TO1,"Bryant, B. R., Bryant, D. P., Roberts, G., & Fall, A.-M. (2016). Effects of an early numeracy intervention on struggling kindergarteners’ mathematics performance. International Journal for Research in Learning Disabilities, 3(1), 29–45",Early numeracy intervention vs. Control,NA,Bryant et al. (2016),Bryant et al. (2016),2016,Bryant et al. (2016),Match,Randomized Control Trial,86432,Unique,NA,NO,Early Numeracy Intervention,NA,NA,Primary,NA,NA,,W,WN,NA,Texas Early Mathematics Inventory-Progress Monitoring (TEMI-PM),Whole Numbers,General Mathematics Achievement,2,47,24,71,20,0.99,0.26139967133004904,0.06984537508740385,Early numeracy intervention vs. Control,NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+TV,BAU,RS+N+TV,BAU,N or NL + VF or TV + RS or RV,BAU,32,16,Texas,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,,,,,40.63333333333333,,3.5,,0,,None,,published,independent,2,Teachers,school personnel,2,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
16,NA,1,MI20284,IN,MWOR,Main,W,NA,NA,13,13,TO1,"Bryant, D. P., Bryant, B. R., Roberts, G., Vaughn, S., Pfannenstiel, K. H., Porterfield, J., & Gersten, R. (2011). Early numeracy intervention program for first-grade students with mathematics difficulties. Exceptional Children, 78(1), 7---23.",Early numeracy tutoring vs. Control,NA,Bryant et al. (2011),Bryant et al. (2011),2011,Bryant et al. (2011),Match,Randomized Control Trial,86433,NA,0,NO,NA,NA,NA,Primary,Sub-score,NA,,NA,NA,NA,Magnitude Comparison subtest of the Texas Early Mathematics Inventory-Progress Monitoring (TEMI-PM),Whole Numbers,Whole Numbers Magnitude Understanding/Relative Magnitude Understanding,2,139,64,203,22,0.18,0.15075896639710434,0.02289904755998157,NA,NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+FWOF,BAU,RS+N+FWOF,BAU,N or NL + FF or FWOF + RS or RV,BAU,50,10,Texas,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,31.666666666666668,,4,,1,,None,,published,independent,2,Research staff,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
16,NA,1,MI20284,IN,MWOR,Main,W,NA,NA,14,14,TO1,"Bryant, D. P., Bryant, B. R., Roberts, G., Vaughn, S., Pfannenstiel, K. H., Porterfield, J., & Gersten, R. (2011). Early numeracy intervention program for first-grade students with mathematics difficulties. Exceptional Children, 78(1), 7---23.",Early numeracy tutoring vs. Control,NA,Bryant et al. (2011),Bryant et al. (2011),2011,Bryant et al. (2011),Match,Randomized Control Trial,86433,NA,1,NO,NA,NA,NA,Primary,Sub-score,NA,,NA,NA,NA,Number Sequences subtest of the Texas Early Mathematics Inventory-Progress Monitoring (TEMI-PM),Whole Numbers,Counting & Cardinality,2,139,64,203,23,0.47,0.15227964082610362,0.023363333274267286,NA,NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+FWOF,BAU,RS+N+FWOF,BAU,N or NL + FF or FWOF + RS or RV,BAU,50,10,Texas,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,31.666666666666668,,4,,1,,None,,published,independent,2,Research staff,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
16,NA,1,MI20284,IN,MWOR,Main,W,NA,NA,16,16,TO1,"Bryant, D. P., Bryant, B. R., Roberts, G., Vaughn, S., Pfannenstiel, K. H., Porterfield, J., & Gersten, R. (2011). Early numeracy intervention program for first-grade students with mathematics difficulties. Exceptional Children, 78(1), 7---23.",Early numeracy tutoring vs. Control,NA,Bryant et al. (2011),Bryant et al. (2011),2011,Bryant et al. (2011),Match,Randomized Control Trial,86433,NA,NA,NO,NA,NA,NA,Primary,Sub-score,NA,,W,WN,NA,Stanford Achievement Test-Tenth Edition (SAT-10) Mathematics Problem Solving (MPS),Whole Numbers,General Mathematics Achievement,2,139,64,203,25,0.07,0.150535833344074,0.02283131356983379,NA,NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+FWOF,BAU,RS+N+FWOF,BAU,N or NL + FF or FWOF + RS or RV,BAU,50,10,Texas,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,31.666666666666668,,4,,1,,None,,published,independent,2,Research staff,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
16,NA,1,MI20284,IN,MWOR,Main,W,NA,NA,17,17,TO1,"Bryant, D. P., Bryant, B. R., Roberts, G., Vaughn, S., Pfannenstiel, K. H., Porterfield, J., & Gersten, R. (2011). Early numeracy intervention program for first-grade students with mathematics difficulties. Exceptional Children, 78(1), 7---23.",Early numeracy tutoring vs. Control,NA,Bryant et al. (2011),Bryant et al. (2011),2011,Bryant et al. (2011),Match,Randomized Control Trial,86433,NA,NA,NO,NA,NA,NA,Primary,Sub-score,NA,,W,WN,NA,Stanford Achievement Test-Tenth Edition (SAT-10) Mathematics Procedures (MP),Whole Numbers,General Mathematics Achievement,2,139,64,203,26,0.23,0.1509250873279036,0.02294954017081901,NA,NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+FWOF,BAU,RS+N+FWOF,BAU,N or NL + FF or FWOF + RS or RV,BAU,50,10,Texas,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,31.666666666666668,,4,,1,,None,,published,independent,2,Research staff,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
16,NA,1,MI20284,IN,MWOR,Main,W,NA,NA,19,19,TO1,"Bryant, D. P., Bryant, B. R., Roberts, G., Vaughn, S., Pfannenstiel, K. H., Porterfield, J., & Gersten, R. (2011). Early numeracy intervention program for first-grade students with mathematics difficulties. Exceptional Children, 78(1), 7---23.",Early numeracy tutoring vs. Control,NA,Bryant et al. (2011),Bryant et al. (2011),2011,Bryant et al. (2011),Match,Randomized Control Trial,86433,NA,0,NO,NA,NA,NA,Primary,Sub-score,NA,,NA,NA,NA,Texas Early Mathematics Inventories-Progress Monitoring (TEMI-PM) Addition Subtraction Combinations subtest (ASC),Whole Numbers,Whole Numbers Computation,2,139,139,278,28,0.55,0.12186646651451694,0.014932553956834533,NA,NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+FWOF,BAU,RS+N+FWOF,BAU,N or NL + FF or FWOF + RS or RV,BAU,50,10,Texas,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,31.666666666666668,,4,,1,,None,,published,independent,2,Research staff,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
16,NA,1,MI20284,IN,MWOR,Main,W,NA,NA,20,20,TO1,"Bryant, D. P., Bryant, B. R., Roberts, G., Vaughn, S., Pfannenstiel, K. H., Porterfield, J., & Gersten, R. (2011). Early numeracy intervention program for first-grade students with mathematics difficulties. Exceptional Children, 78(1), 7---23.",Early numeracy tutoring vs. Control,NA,Bryant et al. (2011),Bryant et al. (2011),2011,Bryant et al. (2011),Match,Randomized Control Trial,86433,NA,1,NO,NA,NA,NA,Primary,Sub-score,NA,,NA,NA,NA,Texas Early Mathematics Inventories-Progress Monitoring (TEMI-PM) Place Value subtest (PV),Whole Numbers,Whole Numbers Magnitude Understanding/Relative Magnitude Understanding,2,139,139,278,29,0.39,0.12075761476454244,0.014662050359712232,NA,NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+FWOF,BAU,RS+N+FWOF,BAU,N or NL + FF or FWOF + RS or RV,BAU,50,10,Texas,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,31.666666666666668,,4,,1,,None,,published,independent,2,Research staff,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
16,NA,1,MI20284,IN,MWOR,Main,W,NA,NA,21,21,TO1,"Bryant, D. P., Bryant, B. R., Roberts, G., Vaughn, S., Pfannenstiel, K. H., Porterfield, J., & Gersten, R. (2011). Early numeracy intervention program for first-grade students with mathematics difficulties. Exceptional Children, 78(1), 7---23.",Early numeracy tutoring vs. Control,NA,Bryant et al. (2011),Bryant et al. (2011),2011,Bryant et al. (2011),Match,Randomized Control Trial,86433,NA,NA,NO,NA,NA,NA,Primary,Sub-score,NA,,W,WN,NA,"Texas Early Mathematics Inventory-Outcome (TEMI-O) Mathematics Problem Solving (MPS) subtest, First Grade",Whole Numbers,General Mathematics Achievement,2,139,139,278,30,-0.05,0.11964446673019866,0.014392985611510792,NA,NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,N+FWOF,BAU,RS+N+FWOF,BAU,N or NL + FF or FWOF + RS or RV,BAU,50,10,Texas,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,31.666666666666668,,4,,1,,None,,published,independent,2,Research staff,research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,0,0,0,0,1,0,0,-1,NA,NA,NA,NA
